metric,count,mean,std,min,p50,p90,p95,p99,max
mos_score,500000,3.804864169825077,0.14989309951284518,3.5737597942352295,3.785421133041382,4.013235092163086,4.082689309120179,4.20953143119812,4.57073450088501
snr_score,500000,49.965723382506724,3.1039136111026076,35.70366798897018,50.004523699752895,53.98421622437808,55.04361785071177,56.799354007242925,60.88265728080495
spk_similar_minimum_score,500000,0.9929175755353603,0.03429699249658305,0.7014513,1.0,1.0,1.0,1.0,1.0
quality_score,500000,0.8555815825589825,0.01286280021190144,0.8395477530907898,0.8525373063161453,0.8740130322679289,0.8808779678284374,0.8937015558568676,0.9409745573997499
