# 流程: per-utt WavLM-large(SV) embedding -> StandardScaler -> PCA 正交坐标 -> KMeans(k=1) -> 离群=到所属簇中心距离 >= 全局 98% 分位
# n_samples=46888 n_outliers=938 pca_dim=64 kmeans_k=1
# pca_explained_variance_ratio_sum=0.795683 dist_threshold=23.979764
utt	wav_path	dist_to_cluster_center	cluster_id	pca_0	pca_1	pca_2
12765_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/12765_000.wav	25.115002	0	-0.989386	6.880138	-3.753548
12765_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/12765_020.wav	25.887127	0	-16.816544	7.764172	0.728340
12789_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/12789_020.wav	24.150068	0	-16.718155	3.349865	-1.013411
12856_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/12856_010.wav	25.313978	0	-4.408003	-1.403801	-3.837049
12856_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/12856_020.wav	26.115314	0	-0.156894	1.677061	2.251776
12876_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/12876_000.wav	25.008818	0	-14.573892	4.325067	-1.339718
12902_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/12902_000.wav	25.013046	0	1.445140	10.876703	-1.509894
12902_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/12902_020.wav	27.228861	0	1.887922	6.697953	-0.536963
12924_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/12924_020.wav	25.704266	0	-17.197680	2.480876	2.132722
12930_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/12930_010.wav	25.511284	0	-14.816002	2.093894	-0.264925
13000_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/13000_000.wav	24.650038	0	-1.194959	6.060746	-6.843678
13000_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13000_010.wav	25.716494	0	-16.372646	7.538607	-1.574388
13000_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13000_020.wav	24.250311	0	3.251272	5.017962	-7.507138
13066_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13066_020.wav	26.309549	0	-14.969547	7.920341	-1.684610
13121_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13121_020.wav	24.443844	0	-17.027765	4.762197	-2.645742
13264_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13264_010.wav	24.292463	0	-16.984468	1.721521	-1.972716
13452_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13452_010.wav	24.200369	0	-17.318228	6.036798	4.082758
13485_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13485_010.wav	24.438606	0	1.640988	5.661606	-7.931466
13485_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13485_020.wav	25.010389	0	-0.679487	5.057804	-4.985202
13486_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/13486_000.wav	23.986994	0	-12.452597	6.289583	-7.143149
13539_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13539_020.wav	25.278168	0	-17.060200	3.496713	0.227687
13626_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13626_010.wav	24.032568	0	1.017414	5.484031	-9.209878
13626_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13626_020.wav	26.862514	0	-17.554613	7.660464	1.492532
13646_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13646_020.wav	24.873426	0	-12.531612	3.785814	-7.137883
13686_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13686_010.wav	25.832270	0	-1.953574	9.726278	4.737491
13732_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13732_010.wav	25.023388	0	-18.366478	0.154606	0.548573
13733_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/13733_000.wav	26.344553	0	-13.097896	8.055733	-4.909749
13733_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13733_010.wav	24.482908	0	-2.218317	9.084536	-2.877311
13760_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/13760_000.wav	25.150669	0	-8.631485	4.017632	-4.416728
13760_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13760_010.wav	24.961084	0	-11.631647	2.908349	-1.575839
13840_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/13840_010.wav	26.107656	0	-15.385729	2.233708	1.914381
13856_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/13856_000.wav	25.761679	0	-16.067535	6.530791	1.134739
13863_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/13863_020.wav	25.028910	0	-16.688389	4.073955	0.014265
14029_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14029_020.wav	23.990406	0	-14.814579	4.419261	2.263328
14142_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/14142_000.wav	25.314114	0	-17.380182	5.758930	1.293799
14271_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/14271_000.wav	28.617794	0	-15.865782	6.074766	-3.887213
14271_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14271_020.wav	28.474482	0	-16.009007	3.026451	-2.291749
14366_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/14366_000.wav	24.881742	0	-10.851437	7.930956	1.518741
14439_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14439_020.wav	24.167690	0	-15.352951	4.663460	1.695323
14489_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/14489_010.wav	25.137470	0	-17.431046	4.199761	-1.225618
14489_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14489_020.wav	23.987091	0	-18.204435	4.014343	-2.548786
14599_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/14599_010.wav	26.275028	0	-16.392712	4.124201	-4.903582
14607_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/14607_000.wav	24.154560	0	5.046928	4.559012	-2.672742
14631_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14631_020.wav	25.318151	0	-14.938841	5.997004	-5.248598
14640_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14640_020.wav	24.888319	0	-17.549843	3.445241	-1.030172
14677_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/14677_000.wav	26.084480	0	-16.452732	0.634871	1.557524
14877_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/14877_000.wav	25.847660	0	-6.488250	10.013802	4.609589
14877_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/14877_010.wav	27.415951	0	-2.524799	5.919728	1.189996
14877_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/14877_020.wav	25.335438	0	-0.274917	5.820354	3.719483
15104_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15104_020.wav	24.836348	0	-16.842390	5.699649	-1.536763
15110_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/15110_000.wav	25.371939	0	-16.335733	5.747962	-4.649119
15139_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/15139_010.wav	25.807896	0	-6.651854	7.858020	2.372578
15139_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15139_020.wav	26.486731	0	-6.822366	9.870945	-5.414873
15344_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15344_020.wav	24.173319	0	-14.979797	4.699905	3.384455
15363_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/15363_000.wav	26.215750	0	-15.576003	9.368448	-4.026869
15413_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/15413_000.wav	24.454903	0	-17.304255	2.502293	0.255430
15551_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/15551_000.wav	25.260033	0	-13.752508	5.123013	2.418527
15748_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15748_020.wav	24.046072	0	-14.065453	3.648245	1.958963
15789_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/15789_010.wav	24.222622	0	-7.546820	3.621521	-3.817419
15830_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15830_020.wav	25.626261	0	-14.650984	5.004696	1.261494
15880_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15880_020.wav	25.671949	0	-17.221203	7.546541	-1.698692
15894_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/15894_000.wav	29.163387	0	-14.915156	6.067469	-1.201609
15894_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/15894_020.wav	25.899574	0	-15.570419	7.074909	-1.060326
15908_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/15908_010.wav	24.542782	0	-18.490274	4.791821	-2.185194
16335_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/16335_000.wav	25.903145	0	-18.741543	1.695573	-2.231848
16392_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/16392_000.wav	24.733803	0	-12.578295	7.656963	-2.272362
16392_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/16392_010.wav	26.633833	0	-13.728416	6.363116	-3.273262
16392_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/16392_020.wav	26.314646	0	-3.812638	6.592367	-10.022614
16410_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/16410_000.wav	24.204437	0	-18.292761	2.846082	-0.845101
16485_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/16485_020.wav	24.156883	0	-15.127470	1.848675	3.678081
16548_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/16548_000.wav	26.536463	0	-17.822962	4.596138	-4.190688
16548_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/16548_020.wav	26.574596	0	-18.564075	6.408662	-1.920640
16652_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/16652_010.wav	25.583479	0	-17.266811	3.250314	-2.687634
16723_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/16723_010.wav	25.282860	0	-17.643597	8.754683	0.373291
16733_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/16733_010.wav	24.791363	0	-8.399237	3.574474	-1.386037
16772_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/16772_020.wav	24.025036	0	-18.907028	6.327665	-3.344569
16968_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/16968_000.wav	29.743130	0	-0.270323	6.941799	-2.194476
16968_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/16968_010.wav	29.513268	0	-20.614462	-0.187866	-0.651468
17056_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/17056_000.wav	24.253319	0	-16.615074	3.216643	-1.144546
17359_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/17359_000.wav	26.833500	0	-16.908623	4.533310	-0.497740
17594_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/17594_010.wav	29.687757	0	-16.114159	3.579083	-5.465020
17701_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/17701_010.wav	26.993883	0	-15.921084	8.233619	-5.421347
17701_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/17701_020.wav	27.426546	0	-16.990149	7.960380	-4.507910
17800_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/17800_020.wav	25.634926	0	-4.416401	7.792438	9.001465
17985_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/17985_020.wav	24.286943	0	-3.090901	6.788416	-11.924297
18042_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18042_010.wav	24.594046	0	3.739693	9.921232	4.972469
18085_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18085_010.wav	26.964937	0	-16.472603	3.563015	2.422949
18085_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/18085_020.wav	26.830769	0	-19.060635	5.475521	-1.347466
18176_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/18176_000.wav	25.622326	0	-15.267303	5.518219	1.588020
18176_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/18176_020.wav	24.097704	0	-17.530533	3.426309	1.557432
18495_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18495_010.wav	26.177814	0	-15.248721	6.724074	-3.406134
18523_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/18523_000.wav	24.446531	0	-17.591423	4.706066	1.389735
18534_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/18534_000.wav	27.402826	0	-18.610544	6.529963	-3.137764
18534_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18534_010.wav	27.369301	0	-15.062233	5.859310	-5.250268
18535_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/18535_020.wav	24.555054	0	-16.890862	4.115302	-0.657275
18542_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18542_010.wav	24.259710	0	-16.330841	7.146673	-0.978890
18542_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/18542_020.wav	25.091331	0	-19.487633	3.210039	-0.278047
18613_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18613_010.wav	27.099306	0	2.312353	6.731965	-9.501295
18650_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/18650_000.wav	25.516727	0	0.942241	2.984155	-6.568149
18650_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/18650_020.wav	28.895756	0	-18.666838	0.832394	0.410165
18915_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18915_010.wav	24.605024	0	-17.797037	6.439114	-1.254806
18991_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/18991_010.wav	24.948351	0	4.328819	10.912323	3.534192
19002_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/19002_000.wav	25.320436	0	-14.577990	0.543888	0.290977
19096_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/19096_010.wav	25.904530	0	-16.263474	2.775223	-2.128021
19388_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/19388_000.wav	24.541790	0	-17.068548	5.376762	0.774749
19388_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/19388_010.wav	25.055977	0	-16.760986	5.923403	-1.871193
19392_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/19392_020.wav	25.231613	0	5.127921	3.412133	2.222075
19528_001	/home/work_nfs22/xmren/data/kefu/90w_tokens/19528_001.wav	25.999641	0	-15.725459	3.376592	-3.953126
19587_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/19587_010.wav	25.616302	0	3.703426	4.822827	-6.375545
19663_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/19663_000.wav	26.290417	0	-12.412094	6.246873	0.236633
19663_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/19663_020.wav	25.691353	0	-15.649269	4.438741	2.223912
19676_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/19676_010.wav	24.665529	0	-17.293938	5.796895	0.339725
19723_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/19723_000.wav	24.740414	0	4.517547	5.543103	-12.945284
19769_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/19769_020.wav	27.588751	0	6.716990	11.258129	1.446502
19790_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/19790_000.wav	25.370779	0	-17.817440	4.338815	0.733926
20000_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20000_010.wav	24.551409	0	-19.196856	2.488791	2.497920
20031_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/20031_000.wav	25.687771	0	1.212864	7.583979	-11.027118
20031_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20031_010.wav	25.026951	0	1.319281	5.645643	-12.100971
20072_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/20072_000.wav	28.504503	0	-15.017702	7.592284	-0.659263
20181_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20181_010.wav	24.341465	0	3.789678	6.338957	-8.096083
20197_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20197_010.wav	25.797079	0	-17.746710	4.507655	-2.281579
20294_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/20294_020.wav	24.155884	0	-17.705130	5.423584	2.952090
20522_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/20522_020.wav	24.007286	0	-17.864676	5.167818	-0.875485
20633_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20633_010.wav	25.037636	0	-18.281279	2.086398	0.804308
20761_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20761_010.wav	24.239117	0	-18.035734	0.651870	3.150271
20761_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/20761_020.wav	25.052437	0	-16.743977	3.992147	1.363438
20812_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/20812_000.wav	24.265348	0	-0.373014	5.687506	-7.195353
20812_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20812_010.wav	29.366159	0	0.172285	10.097796	-11.272703
20812_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/20812_020.wav	24.267645	0	2.966416	7.249395	-7.001621
20814_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/20814_000.wav	26.823647	0	-16.744183	5.503070	-0.663900
20814_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/20814_010.wav	25.608135	0	-14.932256	4.664151	-1.831015
20814_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/20814_020.wav	26.143692	0	-17.086561	3.446208	0.064301
20899_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/20899_000.wav	24.079863	0	-19.025537	0.719676	-0.542688
20983_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/20983_000.wav	25.115099	0	-16.276608	11.024240	-0.951516
21058_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/21058_010.wav	24.811848	0	-17.955816	4.286826	1.476238
21091_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/21091_020.wav	25.535952	0	-14.335052	4.515900	-1.873670
21127_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/21127_020.wav	25.415697	0	-17.887157	9.155266	-0.120525
21231_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/21231_020.wav	24.132093	0	-16.085045	5.406070	-0.835054
21426_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/21426_000.wav	24.705809	0	-16.823860	4.974638	-3.083841
21461_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/21461_010.wav	25.029266	0	0.804124	3.992574	-0.723240
21465_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/21465_010.wav	25.054243	0	-19.882204	4.188155	1.165584
21498_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/21498_000.wav	25.244150	0	-18.215118	1.441838	2.255729
21616_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/21616_000.wav	24.699455	0	2.299449	7.991759	-2.283536
21616_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/21616_020.wav	27.086927	0	-15.069517	10.000024	-0.986140
21873_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/21873_000.wav	24.494509	0	-12.600488	9.873909	1.054326
21922_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/21922_000.wav	25.348225	0	-19.620914	4.683195	2.929460
22003_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/22003_010.wav	25.102404	0	-10.258699	10.080706	5.801196
22015_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22015_020.wav	25.048649	0	-15.463398	4.186138	-5.930028
22078_001	/home/work_nfs22/xmren/data/kefu/90w_tokens/22078_001.wav	25.877764	0	-16.707819	7.103806	-3.173477
22078_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22078_020.wav	25.577818	0	-17.195377	4.068253	-3.687809
22150_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/22150_000.wav	27.079077	0	-17.944899	7.098255	-1.295677
22206_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22206_020.wav	24.659389	0	-15.644472	6.868141	-3.083187
22249_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/22249_000.wav	25.871067	0	-16.533112	6.800345	2.256300
22319_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22319_020.wav	24.051741	0	10.890198	7.704269	2.712187
22499_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/22499_010.wav	29.422520	0	-20.250366	4.941568	-0.556325
22567_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22567_020.wav	24.963732	0	-16.857632	8.499516	0.133647
22598_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/22598_000.wav	24.008129	0	-13.768332	5.070395	-1.015387
22598_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22598_020.wav	25.290737	0	-17.265831	5.827042	-0.571841
22674_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/22674_000.wav	26.993158	0	-18.847034	3.275156	0.641429
22674_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/22674_010.wav	25.484802	0	-17.062622	4.104513	-1.944640
22739_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22739_020.wav	25.209360	0	2.518492	-1.086182	5.901452
22760_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/22760_000.wav	27.427361	0	-15.379950	5.463652	-6.867784
22760_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/22760_010.wav	26.267910	0	-14.820134	6.468495	-6.261018
22760_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/22760_020.wav	27.124310	0	4.078140	4.881865	0.537229
22919_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/22919_000.wav	27.103363	0	1.917274	5.975338	-9.330240
23143_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/23143_000.wav	25.201847	0	-17.052776	6.993810	1.772586
23242_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/23242_000.wav	24.952827	0	-16.565268	5.377229	-2.154837
23352_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/23352_010.wav	25.159857	0	1.595928	5.091482	1.754800
23370_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/23370_000.wav	24.846439	0	-17.126801	3.878133	0.369595
23571_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/23571_010.wav	25.080320	0	-15.475113	2.336449	-0.459195
23572_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/23572_000.wav	24.356514	0	-16.610432	1.790306	-0.362619
23572_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/23572_010.wav	24.220768	0	-3.922585	2.287397	4.612336
23621_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/23621_020.wav	26.841404	0	-16.520586	4.290543	2.302043
23658_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/23658_020.wav	24.856840	0	-18.471579	6.197231	0.826458
23790_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/23790_000.wav	28.907257	0	-0.105144	1.973113	-7.445662
23790_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/23790_020.wav	26.091167	0	-0.101641	4.200932	-5.160409
23932_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/23932_010.wav	24.901512	0	-14.840620	3.484792	1.223089
23995_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/23995_010.wav	24.556288	0	0.171978	5.055241	0.241748
23995_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/23995_020.wav	24.110653	0	-1.679813	6.585721	0.565484
24063_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/24063_010.wav	24.544744	0	-16.279560	4.908853	-2.090559
24074_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/24074_000.wav	24.136900	0	0.011426	12.554827	-0.827842
24098_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/24098_000.wav	24.311304	0	-17.276962	3.355015	-1.510696
24142_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/24142_000.wav	24.494766	0	-15.121586	3.456038	0.150144
24210_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/24210_010.wav	26.550470	0	-17.196245	6.717421	-6.698294
30095_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/30095_000.wav	25.132648	0	-18.272398	2.587677	-1.888528
30124_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/30124_010.wav	28.222702	0	-18.050884	6.171542	0.378053
30124_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/30124_020.wav	29.941135	0	-19.748886	7.094275	-1.531070
30185_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/30185_020.wav	24.116621	0	-15.142378	5.001361	-0.116444
30520_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/30520_000.wav	27.040915	0	-18.129560	7.575987	-5.308249
30520_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/30520_010.wav	25.909037	0	-16.066442	8.315285	-1.314097
30555_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/30555_010.wav	25.921038	0	-17.544037	4.177618	-0.024842
30555_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/30555_020.wav	26.808922	0	-19.005259	8.062044	-3.050245
30660_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/30660_000.wav	25.794355	0	-0.459300	7.998159	-7.810851
30660_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/30660_020.wav	27.060976	0	-1.336926	5.948260	-3.012351
30823_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/30823_000.wav	24.172396	0	-18.227974	2.509393	-0.235028
30823_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/30823_010.wav	26.001265	0	-17.387882	3.451010	0.215701
30846_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/30846_020.wav	26.529314	0	-16.562298	7.388044	-2.708223
30881_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/30881_010.wav	25.837282	0	-16.381472	4.386398	-1.023958
31004_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/31004_020.wav	24.772192	0	-18.746111	1.595865	2.485408
31026_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/31026_010.wav	26.263979	0	-18.548601	4.438438	-3.147518
31078_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/31078_020.wav	26.647429	0	-16.186209	2.145935	1.399080
31260_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/31260_010.wav	24.054981	0	6.731617	5.543109	3.644581
31291_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/31291_000.wav	25.259060	0	-17.980347	-0.187826	-0.248411
31336_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/31336_010.wav	25.791193	0	-14.856330	5.674679	2.214539
31417_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/31417_020.wav	24.662792	0	3.072033	4.048730	-8.251902
31596_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/31596_000.wav	24.724358	0	0.344465	-1.965553	-10.577490
31596_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/31596_010.wav	26.023016	0	-1.205088	0.250701	-8.036171
31596_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/31596_020.wav	28.565281	0	-0.811489	1.445888	-14.711293
31970_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/31970_000.wav	24.025597	0	-1.841799	6.303290	5.113935
31970_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/31970_010.wav	30.153419	0	-17.202164	10.832997	0.505375
31970_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/31970_020.wav	28.518494	0	-15.444416	9.842081	3.480109
32021_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/32021_000.wav	27.518457	0	-15.418972	7.674395	-1.739601
32021_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/32021_010.wav	28.335159	0	-18.853825	3.556218	-0.511158
32021_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/32021_020.wav	27.806149	0	-16.813259	5.512474	-0.350652
32028_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/32028_000.wav	24.586235	0	0.966870	5.467816	5.734591
32043_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/32043_000.wav	27.113340	0	-20.201630	3.983924	2.081892
32184_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/32184_000.wav	24.394373	0	-4.767380	3.065348	5.859566
