utt	wav_path	cluster_id	dist_to_cluster_center	is_outlier	tsne_x	tsne_y
00881_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00881_020.wav	25	9.251046	0	4.816923	-9.221864
00883_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00883_000.wav	10	11.393975	0	-18.157660	18.470741
00883_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00883_010.wav	10	12.241906	0	-20.073090	16.212374
00883_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00883_020.wav	10	12.229197	0	-20.112015	17.899885
00886_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00886_000.wav	14	7.268328	0	-6.467045	-0.133330
00886_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00886_010.wav	14	7.226262	0	4.771394	-3.232240
00886_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00886_020.wav	14	9.059042	0	-6.934167	0.684629
00890_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00890_000.wav	14	7.022196	0	4.222283	-4.199216
00890_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00890_010.wav	19	7.518206	0	5.744394	-5.629544
00890_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00890_020.wav	14	9.092417	0	6.253222	-5.047750
00892_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00892_000.wav	3	9.197473	0	-15.398102	13.212390
00892_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00892_010.wav	3	10.336255	0	-15.515139	13.358642
00892_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00892_020.wav	10	8.270876	0	-16.047977	13.920485
00893_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00893_000.wav	25	9.629236	0	12.441996	-8.260262
00893_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00893_010.wav	25	11.143708	0	-2.199447	21.899225
00893_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00893_020.wav	25	11.185942	0	12.049750	-8.293886
00899_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00899_000.wav	2	12.287847	0	-7.409801	-1.497127
00899_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00899_010.wav	1	13.121525	0	-6.264574	9.657685
00899_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00899_020.wav	1	12.389161	0	15.683542	9.054745
00903_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00903_000.wav	19	8.330053	0	1.517617	-7.865435
00903_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00903_010.wav	3	7.459742	0	-4.263722	-6.419464
00903_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00903_020.wav	19	7.816951	0	5.297042	-5.829004
00904_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00904_000.wav	10	10.845939	0	-12.845835	-2.902386
00904_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00904_010.wav	14	9.736411	0	-12.884069	-0.524806
00904_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00904_020.wav	14	10.566727	0	-12.828963	-1.083050
00905_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00905_000.wav	6	9.572381	0	-17.639544	-35.736736
00905_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00905_010.wav	22	10.784323	0	-13.939416	-29.328262
00905_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00905_020.wav	2	10.778387	0	21.046316	1.477877
00907_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00907_000.wav	27	15.826065	0	19.151918	14.698002
00907_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00907_010.wav	27	18.050800	0	19.205647	14.394268
00907_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00907_020.wav	27	14.792645	0	19.140245	14.654771
00908_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00908_000.wav	7	9.547639	0	7.338254	37.674965
00908_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00908_010.wav	12	8.798779	0	9.732264	39.844330
00908_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00908_020.wav	12	10.885157	0	10.153168	39.438892
00911_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00911_000.wav	13	12.948854	0	-28.431000	4.903572
00911_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00911_010.wav	13	10.899346	0	-28.231846	4.760020
00911_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00911_020.wav	13	11.547264	0	-28.205774	4.742192
00918_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00918_000.wav	20	9.384746	0	0.897652	-6.650439
00918_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00918_010.wav	20	8.354207	0	3.646492	-9.256866
00918_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00918_020.wav	20	8.897897	0	6.614758	-13.545044
00919_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00919_000.wav	19	6.780587	0	-1.988770	-12.151151
00919_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00919_010.wav	19	8.059833	0	-1.439816	-10.696418
00919_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00919_020.wav	19	7.500530	0	-2.513913	-12.286520
00923_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00923_000.wav	14	16.193508	0	-18.278347	-17.722168
00923_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00923_010.wav	2	13.400006	0	19.061642	-10.363909
00923_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00923_020.wav	23	12.651443	0	-17.779295	-17.699743
00924_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00924_000.wav	26	14.149869	0	1.798167	-27.830477
00924_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00924_010.wav	26	14.259928	0	0.889213	-27.876036
00924_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00924_020.wav	26	12.161002	0	1.549175	-27.796631
00927_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00927_000.wav	0	10.680107	0	10.083113	16.062828
00927_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00927_010.wav	3	10.208664	0	11.697622	16.811407
00927_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00927_020.wav	14	9.118382	0	22.727859	-4.338802
00928_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00928_000.wav	3	9.338650	0	-14.307202	-23.030144
00928_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00928_010.wav	14	7.405535	0	-6.877357	-20.224964
00928_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00928_020.wav	20	6.874007	0	1.245881	-9.596381
00929_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00929_000.wav	20	9.391690	0	6.489219	-15.456584
00929_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00929_010.wav	20	9.345840	0	6.636848	-14.289512
00929_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00929_020.wav	20	9.745267	0	0.685118	-5.428112
00930_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00930_000.wav	10	15.822206	0	-0.043454	-28.155134
00930_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00930_010.wav	26	13.045875	0	16.887011	10.815207
00930_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00930_020.wav	26	14.643831	0	1.908459	-27.840815
00934_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00934_000.wav	12	11.244330	0	11.367385	41.913609
00934_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00934_010.wav	7	9.999783	0	8.495173	34.213558
00934_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00934_020.wav	12	12.546906	0	9.920282	44.869755
00935_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00935_000.wav	4	11.028037	0	6.041053	33.907089
00935_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00935_010.wav	7	13.170065	0	3.799280	38.126747
00935_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00935_020.wav	7	9.951760	0	7.497605	37.605518
00939_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00939_000.wav	4	14.552425	0	13.162181	32.330177
00939_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00939_010.wav	12	10.070886	0	7.164123	40.579079
00939_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00939_020.wav	12	13.360612	0	12.148190	43.672546
00940_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00940_000.wav	7	8.945985	0	5.451569	38.673908
00940_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00940_010.wav	12	13.003884	0	8.152821	44.917198
00940_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00940_020.wav	7	10.501025	0	7.972891	36.306900
00941_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00941_000.wav	4	9.841780	0	6.716447	32.057182
00941_017	/home/work_nfs22/xmren/data/kefu/90w_tokens/00941_017.wav	12	10.166264	0	7.522044	40.930161
00941_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00941_020.wav	7	11.347658	0	6.165298	37.955311
00946_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00946_000.wav	2	11.849633	0	9.815860	1.317080
00946_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00946_010.wav	9	10.457863	0	7.890451	8.802154
00946_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00946_020.wav	9	10.819143	0	-5.563902	4.572549
00947_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00947_000.wav	14	7.461124	0	-8.226385	-19.850851
00947_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00947_010.wav	14	7.697302	0	2.756518	-5.763464
00947_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00947_020.wav	14	6.715390	0	2.558770	-5.823901
00949_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00949_000.wav	14	7.719560	0	-6.323561	9.133043
00949_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00949_010.wav	14	8.604183	0	-7.523449	9.637222
00949_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00949_020.wav	14	8.411248	0	3.998792	-1.871207
00951_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00951_000.wav	28	14.857201	0	-0.136668	19.557528
00951_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00951_010.wav	9	13.649547	0	0.524659	19.062693
00951_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00951_020.wav	9	14.367794	0	0.161636	19.343788
00953_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00953_000.wav	7	10.196129	0	9.481371	36.488434
00953_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00953_010.wav	12	10.683689	0	8.099510	42.988865
00953_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00953_020.wav	7	9.584250	0	9.189903	39.265965
00954_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00954_000.wav	22	11.756810	0	-15.901068	-31.513357
00954_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00954_010.wav	6	14.104010	0	-18.789190	-35.343906
00954_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00954_020.wav	22	11.607849	0	-16.001329	-31.317259
00957_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00957_000.wav	18	12.066742	0	-17.656857	-39.268593
00957_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00957_010.wav	18	12.788816	0	-17.531776	-39.746128
00957_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00957_020.wav	18	11.096980	0	-17.976002	-39.324749
00958_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00958_000.wav	18	16.853657	0	-16.601585	-39.503208
00958_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00958_010.wav	1	15.823351	0	-23.966738	-9.708306
00958_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00958_020.wav	24	0.000000	0	-15.451909	-39.674984
00960_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00960_000.wav	8	14.730308	0	-6.286782	11.503284
00960_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00960_010.wav	11	14.597459	0	-7.323117	16.627048
00960_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00960_020.wav	16	15.412432	0	-7.015359	11.281929
00961_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00961_000.wav	19	8.605329	0	-2.181057	-13.719451
00961_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00961_010.wav	20	7.402167	0	6.497950	-15.711524
00961_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00961_020.wav	3	10.020004	0	-5.163505	-12.071217
00963_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00963_000.wav	19	6.404996	0	-4.753320	-14.131564
00963_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00963_010.wav	19	5.940593	0	-4.929841	-13.711800
00963_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00963_020.wav	19	8.456871	0	-5.116607	-14.441686
00966_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00966_000.wav	10	11.388618	0	6.996048	11.693537
00966_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00966_010.wav	10	11.833671	0	-2.854392	6.568532
00966_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00966_020.wav	1	11.770943	0	-5.135673	11.267964
00968_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00968_000.wav	3	13.934804	0	-12.564916	-22.582943
00968_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00968_010.wav	8	16.708336	0	21.571301	0.201189
00968_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00968_020.wav	2	12.603607	0	21.384573	0.582603
00969_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00969_000.wav	20	9.612942	0	5.721515	-20.935236
00969_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00969_010.wav	6	9.660291	0	-16.473076	-34.499786
00969_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00969_020.wav	19	8.519978	0	-6.021107	-15.080226
00975_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00975_000.wav	19	9.747356	0	3.589264	-20.719603
00975_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00975_010.wav	19	10.941719	0	-0.234883	-20.265833
00975_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00975_020.wav	14	9.847138	0	-5.456536	-21.270060
00976_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00976_000.wav	19	7.325225	0	5.311743	-7.356707
00976_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00976_010.wav	14	5.755867	0	3.403427	-2.643737
00976_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00976_020.wav	14	5.783849	0	3.485526	-2.044068
00980_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00980_000.wav	14	6.264475	0	0.119850	-4.262976
00980_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00980_010.wav	14	7.437349	0	-1.638206	3.991301
00980_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00980_020.wav	14	6.096296	0	-1.767643	-4.002250
00984_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00984_000.wav	19	11.426497	0	-24.109612	-14.785320
00984_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00984_010.wav	19	10.718355	0	-24.107948	-14.779287
00984_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00984_020.wav	19	12.142396	0	-24.134562	-14.762529
00985_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00985_000.wav	20	8.501500	0	0.721035	-12.251557
00985_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00985_010.wav	14	9.516293	0	0.433832	0.337344
00985_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00985_020.wav	20	9.906211	0	0.399968	-12.677586
00986_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00986_000.wav	14	6.636386	0	2.728672	-4.037016
00986_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00986_010.wav	14	7.335622	0	2.284853	-3.440256
00986_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00986_020.wav	14	8.294369	0	-6.335322	-19.713518
00988_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00988_000.wav	10	12.465778	0	-12.140429	15.617515
00988_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00988_010.wav	11	12.007604	0	-7.766964	17.079397
00988_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00988_020.wav	11	12.313424	0	-12.135939	15.637314
00990_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00990_000.wav	5	12.278403	0	26.945040	-11.774313
00990_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00990_010.wav	17	15.370742	0	26.471092	-10.446643
00990_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00990_020.wav	5	13.589611	0	26.750202	-11.713104
00991_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00991_000.wav	8	14.046548	0	-25.180462	-8.099772
00991_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00991_010.wav	1	13.684812	0	-24.586376	-8.718328
00991_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00991_020.wav	14	11.255617	0	-12.174273	-17.792223
00992_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00992_000.wav	19	9.816977	0	-1.169757	-17.974455
00992_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00992_010.wav	19	8.594026	0	-0.278483	-16.777176
00992_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00992_020.wav	19	7.920757	0	-1.165370	-17.906301
00994_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00994_000.wav	30	13.244176	0	-15.878285	1.512068
00994_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00994_010.wav	6	19.060282	1	-14.184222	-36.553730
00994_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00994_020.wav	30	13.782252	0	-14.827472	1.785456
00995_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00995_000.wav	0	10.038731	0	3.123691	4.363343
00995_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00995_010.wav	25	8.910656	0	4.797426	-10.786134
00995_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00995_020.wav	25	10.123991	0	4.896106	-11.497374
00998_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00998_000.wav	14	11.078313	0	-3.864271	-1.155833
00998_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00998_010.wav	9	13.937892	0	-3.300750	0.235498
00998_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00998_020.wav	14	11.222956	0	-4.591621	-1.629224
00999_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00999_000.wav	20	11.471189	0	-1.888016	-3.590258
00999_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00999_010.wav	25	10.045240	0	12.337946	-10.117571
00999_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00999_020.wav	0	10.672124	0	8.348885	21.133924
01000_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01000_000.wav	18	14.893906	0	-21.288570	-38.891018
01000_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01000_010.wav	1	16.557779	0	-3.002109	10.144685
01000_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01000_020.wav	15	19.188694	1	-21.987434	-39.063335
01001_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01001_000.wav	14	8.388972	0	0.483338	-2.656011
01001_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01001_010.wav	14	9.033606	0	0.417364	-2.063786
01001_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01001_020.wav	19	7.327672	0	-2.136871	-5.176247
01005_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01005_000.wav	11	15.761874	0	-12.110880	8.888940
01005_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01005_010.wav	11	15.274648	0	13.848063	17.189941
01005_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01005_020.wav	2	16.560104	0	-11.251024	6.589026
01008_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01008_000.wav	14	6.722639	0	0.731254	-7.890382
01008_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01008_010.wav	14	6.513835	0	0.225082	-7.707031
01008_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01008_020.wav	20	6.609809	0	0.987443	-8.355865
01009_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01009_000.wav	0	8.595588	0	-19.303318	-6.846894
01009_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01009_010.wav	0	10.355072	0	-19.184526	-7.269278
01009_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01009_020.wav	0	10.543750	0	-19.157402	-7.100664
01010_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01010_000.wav	6	16.698002	0	-14.006636	-33.779995
01010_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01010_010.wav	10	10.342648	0	-19.185274	16.583199
01010_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01010_020.wav	10	13.071276	0	-13.734366	21.247538
01013_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01013_000.wav	1	13.599380	0	-3.159083	7.861313
01013_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01013_010.wav	28	14.272404	0	20.471476	-2.311713
01013_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01013_020.wav	16	14.717071	0	9.604784	28.296036
01022_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01022_000.wav	16	13.554779	0	13.428153	16.056345
01022_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01022_010.wav	25	15.842837	0	9.484267	-11.414321
01022_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01022_020.wav	16	14.770828	0	-5.152216	19.915281
01024_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01024_000.wav	6	14.743165	0	-17.353262	-37.106640
01024_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01024_010.wav	0	11.206609	0	19.233618	-7.926398
01024_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01024_020.wav	25	13.109259	0	6.128829	-10.404511
01027_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01027_000.wav	3	8.623888	0	-4.391263	-7.974196
01027_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01027_010.wav	20	8.478505	0	2.675101	-13.867756
01027_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01027_020.wav	19	8.425705	0	-1.812272	-16.135889
01029_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01029_000.wav	6	14.744763	0	-17.068279	-30.419197
01029_011	/home/work_nfs22/xmren/data/kefu/90w_tokens/01029_011.wav	25	14.417608	0	13.825475	-10.790291
01029_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/01029_020.wav	6	16.314537	0	-17.749998	-30.263897
01031_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/01031_000.wav	4	11.515354	0	7.408444	32.607132
01031_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/01031_010.wav	4	10.448925	0	12.441759	32.931946
