utt	wav_path	cluster_id	dist_to_cluster_center	is_outlier	tsne_x	tsne_y
00611_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00611_000.wav	6	9.921041	0	-17.119268	-36.038994
00611_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00611_010.wav	22	9.589874	0	-14.582158	-29.841991
00611_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00611_020.wav	6	9.183924	0	-17.297955	-35.962128
00615_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00615_000.wav	0	8.208826	0	9.106901	1.679308
00615_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00615_010.wav	0	7.787652	0	10.229192	3.004155
00615_023	/home/work_nfs22/xmren/data/kefu/90w_tokens/00615_023.wav	0	7.716395	0	4.893338	12.841680
00617_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00617_000.wav	18	17.232450	0	-18.500431	-38.601036
00617_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00617_010.wav	21	13.310564	0	8.546464	22.089636
00617_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00617_020.wav	21	10.215433	0	8.501831	22.055784
00620_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00620_000.wav	25	13.881306	0	14.238406	-22.245506
00620_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00620_010.wav	25	12.768009	0	14.581439	-23.026171
00620_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00620_020.wav	25	14.513948	0	14.653065	-23.161793
00624_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00624_000.wav	25	11.761157	0	12.300101	-1.231292
00624_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00624_010.wav	25	11.601776	0	12.682877	-2.272193
00624_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00624_020.wav	2	11.634386	0	-14.179380	4.817818
00625_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00625_000.wav	19	8.933252	0	-8.805225	-16.203863
00625_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00625_010.wav	19	8.412672	0	-8.111229	-15.885010
00625_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00625_020.wav	19	8.446141	0	-9.117074	-16.213915
00627_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00627_000.wav	10	12.043996	0	-20.687307	16.820280
00627_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00627_010.wav	10	12.035522	0	-22.008110	17.326208
00627_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00627_020.wav	10	12.542771	0	-21.541767	17.334105
00631_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00631_000.wav	28	15.277708	0	-17.489580	-4.084835
00631_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00631_010.wav	28	17.513687	0	16.615196	-7.246825
00631_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00631_020.wav	28	13.556822	0	-0.321397	1.992447
00634_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00634_000.wav	0	11.451974	0	10.994352	5.837217
00634_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00634_010.wav	6	11.599113	0	-17.558533	-34.360878
00634_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00634_020.wav	0	12.705774	0	11.359523	5.730269
00635_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00635_000.wav	19	10.802441	0	-16.078417	-8.711870
00635_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00635_010.wav	0	10.953382	0	-16.961315	-7.603172
00635_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00635_020.wav	19	9.824601	0	-15.863628	-8.578280
00636_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00636_000.wav	20	10.727240	0	-18.367317	0.815811
00636_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00636_020.wav	28	10.776773	0	-18.268072	0.907795
00637_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00637_000.wav	19	9.008382	0	-10.779707	-7.015592
00637_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00637_010.wav	20	8.471941	0	8.646682	2.396754
00637_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00637_020.wav	0	8.016530	0	8.492788	2.818936
00639_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00639_000.wav	19	10.353876	0	-1.112582	10.966119
00639_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00639_010.wav	1	10.646847	0	12.391934	1.584167
00639_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00639_020.wav	19	8.699440	0	-1.105466	10.469499
00642_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00642_000.wav	1	11.955079	0	-23.808817	7.486052
00642_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00642_010.wav	6	16.462002	0	-14.972184	-32.832333
00642_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00642_020.wav	1	13.278339	0	-23.828430	7.482074
00644_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00644_000.wav	19	11.433182	0	-10.503353	-9.074515
00644_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00644_010.wav	10	10.344938	0	-17.320646	14.659762
00644_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00644_020.wav	10	9.403747	0	-17.900894	16.358461
00646_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00646_000.wav	9	13.007232	0	-25.271832	-7.377717
00646_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00646_010.wav	25	13.810178	0	-15.010948	-0.436016
00646_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00646_020.wav	22	14.703184	0	-14.090388	-26.253551
00652_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00652_000.wav	20	7.564949	0	-1.484937	-9.408556
00652_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00652_010.wav	20	8.564205	0	8.687311	-13.118841
00652_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00652_020.wav	3	7.317994	0	-4.670775	-8.122094
00655_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00655_000.wav	28	11.504082	0	1.267134	-14.457995
00655_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00655_010.wav	28	11.213367	0	-11.616312	4.311991
00655_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00655_020.wav	28	11.351650	0	3.821951	5.882644
00664_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00664_000.wav	14	11.783452	0	-2.174001	-24.875141
00664_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00664_010.wav	14	9.850984	0	7.656077	-15.973591
00664_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00664_020.wav	3	10.745562	0	-8.716848	13.088642
00668_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00668_000.wav	12	11.184649	0	9.808858	42.465084
00668_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00668_010.wav	31	10.998598	0	11.895700	37.174015
00668_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00668_020.wav	7	9.597448	0	9.065099	38.083542
00672_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00672_000.wav	23	15.574589	0	-12.481643	-19.357935
00672_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00672_010.wav	19	15.660604	0	-9.345464	-18.278360
00672_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00672_020.wav	22	15.375731	0	-12.095047	-20.335369
00676_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00676_000.wav	10	10.946275	0	15.633735	6.491940
00676_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00676_010.wav	20	11.448027	0	1.889943	5.581075
00676_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00676_020.wav	10	11.198627	0	11.810588	7.770494
00677_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00677_000.wav	4	11.816157	0	11.284719	35.147972
00677_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00677_010.wav	12	9.867692	0	7.196790	41.908661
00677_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00677_020.wav	12	9.434737	0	9.737141	41.479733
00681_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00681_000.wav	14	8.448060	0	-4.340875	1.082097
00681_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00681_010.wav	14	9.672395	0	-5.269340	1.715098
00681_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00681_020.wav	3	9.387528	0	-3.972825	-5.473117
00682_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00682_000.wav	6	9.941456	0	-16.366703	-35.499287
00682_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00682_010.wav	14	10.222239	0	-7.137332	-21.385462
00682_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00682_020.wav	14	10.741264	0	-8.358804	-21.393129
00683_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00683_000.wav	14	8.182458	0	3.247856	2.213413
00683_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00683_010.wav	14	7.922881	0	14.257332	8.324094
00683_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00683_020.wav	14	7.024485	0	2.975654	2.117424
00684_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00684_000.wav	25	9.775501	0	13.350242	-3.484797
00684_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00684_010.wav	25	9.129043	0	13.109728	-3.187055
00684_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00684_020.wav	25	8.621534	0	13.881647	-4.247648
00692_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00692_000.wav	11	17.812939	0	-7.633247	20.600115
00692_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00692_010.wav	18	15.998217	0	-21.097343	-38.379818
00692_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00692_020.wav	0	13.015782	0	0.344532	7.894621
00694_002	/home/work_nfs22/xmren/data/kefu/90w_tokens/00694_002.wav	0	12.080030	0	-4.439744	7.458320
00694_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00694_010.wav	6	10.788337	0	-18.487839	-35.516907
00694_021	/home/work_nfs22/xmren/data/kefu/90w_tokens/00694_021.wav	0	14.616891	0	7.157265	6.721173
00701_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00701_000.wav	25	15.265541	0	17.954689	-19.803314
00701_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00701_010.wav	10	16.547211	0	10.849508	3.227316
00701_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00701_020.wav	20	16.277437	0	17.946928	-19.803976
00706_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00706_000.wav	10	11.346343	0	-3.757036	4.217273
00706_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00706_010.wav	9	12.681840	0	-14.872724	-21.715532
00706_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00706_020.wav	22	13.545214	0	-14.417397	-23.387093
00709_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00709_000.wav	19	6.517903	0	-3.611238	1.841713
00709_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00709_010.wav	19	6.752359	0	-13.216288	-9.007848
00709_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00709_020.wav	14	6.606382	0	-1.273276	5.098613
00710_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00710_000.wav	14	7.708366	0	1.343027	6.277120
00710_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00710_010.wav	14	7.653359	0	1.071026	6.407891
00710_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00710_020.wav	0	9.140944	0	1.255181	5.741116
00711_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00711_000.wav	14	9.155693	0	-0.052973	4.572475
00711_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00711_010.wav	0	6.807093	0	1.366102	8.740965
00711_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00711_020.wav	0	9.589934	0	1.253384	9.699857
00713_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00713_000.wav	25	9.617322	0	10.053654	-9.946987
00713_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00713_010.wav	25	9.902394	0	-17.656614	-11.744441
00713_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00713_020.wav	25	8.794146	0	10.608628	-9.745316
00715_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00715_000.wav	14	7.467314	0	2.059712	-2.193188
00715_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00715_010.wav	25	7.820760	0	11.177222	-10.002481
00715_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00715_020.wav	14	8.847607	0	11.154630	-10.590581
00723_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00723_000.wav	10	11.604735	0	-17.927145	16.708244
00723_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00723_010.wav	6	13.988487	0	-14.272204	-34.092812
00723_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00723_020.wav	10	11.984969	0	-20.196213	19.602253
00725_001	/home/work_nfs22/xmren/data/kefu/90w_tokens/00725_001.wav	10	12.376794	0	-16.384571	16.124592
00725_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00725_010.wav	10	13.080564	0	-17.587589	19.026152
00725_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00725_020.wav	10	12.367012	0	-20.521690	19.746677
00727_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00727_000.wav	14	7.174177	0	2.814079	-7.282006
00727_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00727_010.wav	20	7.203367	0	2.972566	-8.167279
00727_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00727_020.wav	14	6.834764	0	3.083720	-7.771064
00730_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00730_000.wav	20	8.895220	0	2.256664	0.721157
00730_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00730_010.wav	20	8.912324	0	-6.746394	-7.969723
00730_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00730_020.wav	20	8.934073	0	-9.337865	-3.506664
00731_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00731_000.wav	20	9.193706	0	0.864955	-10.892615
00731_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00731_010.wav	3	8.392516	0	-2.135336	-20.762846
00731_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00731_020.wav	19	7.763117	0	-3.905442	-13.926331
00736_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00736_000.wav	10	9.272323	0	15.175898	9.869580
00736_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00736_010.wav	20	11.428074	0	-8.214317	-10.830020
00736_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00736_020.wav	10	12.613238	0	14.774243	10.123199
00742_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00742_000.wav	25	7.377450	0	10.155930	-3.732744
00742_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00742_010.wav	14	8.771411	0	-6.646842	3.158087
00742_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00742_020.wav	19	8.334146	0	8.384228	-8.531036
00743_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00743_000.wav	16	16.866924	0	-17.318073	5.523945
00743_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00743_010.wav	28	16.414221	0	14.855186	-1.087391
00743_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00743_020.wav	30	17.410572	0	-17.317848	6.354867
00744_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00744_000.wav	16	11.056481	0	10.193770	31.105803
00744_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00744_010.wav	16	10.459898	0	9.198104	29.677389
00744_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00744_020.wav	7	10.560899	0	4.366565	32.330429
00748_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00748_000.wav	30	11.355729	0	-17.042196	1.793344
00748_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00748_010.wav	9	15.732559	0	-4.723331	9.818789
00748_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00748_020.wav	31	13.468960	0	-19.530657	5.783439
00753_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00753_000.wav	19	9.124414	0	-3.660287	-16.002258
00753_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00753_010.wav	19	8.553164	0	-4.595424	-16.207041
00753_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00753_020.wav	19	8.923038	0	-4.090073	-15.904622
00759_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00759_000.wav	12	10.613989	0	7.502802	43.578671
00759_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00759_010.wav	4	11.991113	0	6.973266	30.889933
00759_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00759_020.wav	12	9.826936	0	7.789290	41.490051
00763_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00763_000.wav	7	10.002336	0	4.907876	41.499161
00763_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00763_010.wav	7	8.836702	0	5.480133	39.418842
00763_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00763_020.wav	4	9.713768	0	8.560760	32.107506
00764_001	/home/work_nfs22/xmren/data/kefu/90w_tokens/00764_001.wav	0	8.933080	0	12.749269	-13.209459
00764_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00764_010.wav	25	8.958350	0	12.640912	-12.804879
00764_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00764_020.wav	3	11.192635	0	12.986900	-14.082092
00765_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00765_000.wav	18	15.149879	0	-17.010736	-38.236431
00765_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00765_010.wav	22	12.925636	0	-13.882199	-31.283960
00765_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00765_020.wav	23	11.255056	0	-14.301817	-18.087082
00766_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00766_000.wav	28	17.223974	0	25.835369	7.386818
00766_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00766_010.wav	2	17.568142	0	26.247801	7.785476
00766_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00766_020.wav	26	15.558002	0	26.112204	7.664053
00768_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00768_000.wav	16	14.598770	0	1.697448	15.088150
00768_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00768_010.wav	16	17.098553	0	1.962495	15.174877
00768_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00768_020.wav	16	11.830488	0	0.612772	14.842839
00774_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00774_000.wav	25	9.675018	0	14.264049	-7.191994
00774_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00774_010.wav	28	10.896391	0	14.395404	-6.665163
00774_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00774_020.wav	28	10.383389	0	14.432229	-6.177554
00778_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00778_000.wav	19	12.224801	0	-3.300997	-12.543931
00778_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00778_010.wav	20	12.284613	0	9.241406	-14.680562
00778_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00778_020.wav	3	9.246284	0	9.442228	-13.739883
00785_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00785_000.wav	20	10.554429	0	1.579491	-8.830464
00785_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00785_010.wav	20	11.810846	0	-2.422748	-7.067300
00785_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00785_020.wav	8	12.300730	0	-2.355841	-6.454990
00791_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00791_000.wav	28	10.726209	0	16.131992	-15.432493
00791_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00791_010.wav	28	11.912001	0	16.142792	-15.445010
00791_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00791_020.wav	28	11.547353	0	16.237402	-14.969716
00794_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00794_000.wav	10	13.921282	0	-16.654264	21.853134
00794_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00794_010.wav	18	17.071707	0	-20.084637	-37.984932
00794_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00794_020.wav	10	17.451271	0	-16.647011	21.929293
00798_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00798_000.wav	0	15.725599	0	7.355861	15.774161
00798_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00798_010.wav	22	16.382685	0	-8.472331	-26.935904
00798_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00798_020.wav	16	15.862596	0	3.876656	9.645382
00799_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00799_000.wav	3	8.513541	0	-8.062453	-19.005135
00799_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00799_010.wav	14	8.598407	0	-5.090750	6.191632
00799_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00799_020.wav	14	9.470751	0	-5.397168	5.579600
00800_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00800_000.wav	19	8.765671	0	-12.158596	-7.090281
00800_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00800_010.wav	19	7.543131	0	-12.205562	-7.135414
00800_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00800_020.wav	19	8.089985	0	-12.028768	-6.953084
00807_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00807_000.wav	20	14.984973	0	-18.818653	-1.751442
00807_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00807_010.wav	16	11.647090	0	7.038873	16.907940
00807_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00807_020.wav	25	15.552827	0	6.879309	17.193409
00809_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00809_000.wav	3	12.214375	0	16.967882	1.065856
00809_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00809_010.wav	28	9.377946	0	17.160313	1.090352
00809_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00809_020.wav	28	12.220223	0	16.358280	1.200887
00812_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00812_000.wav	14	8.782870	0	2.712376	-0.288478
00812_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00812_010.wav	14	6.825870	0	2.106588	-0.706208
00812_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00812_020.wav	14	6.595055	0	2.880239	-1.428150
00814_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00814_000.wav	14	7.690515	0	3.933785	-3.095083
00814_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00814_010.wav	14	8.119433	0	1.338063	-3.300351
00814_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00814_020.wav	3	7.410924	0	-5.273140	-9.654444
00819_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00819_000.wav	23	11.048869	0	20.641350	-15.771443
00819_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00819_010.wav	23	11.702188	0	20.495289	-16.095600
00819_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00819_020.wav	23	13.688437	0	20.345003	-16.383512
00820_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00820_000.wav	19	7.698057	0	0.138475	-14.884467
00820_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00820_010.wav	20	8.460910	0	3.449518	-15.297150
00820_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00820_020.wav	19	7.358499	0	0.142078	-14.658944
00823_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00823_000.wav	1	10.180952	0	-0.447414	15.941082
00823_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00823_010.wav	14	11.274464	0	-0.830755	16.116814
00823_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00823_020.wav	14	9.673923	0	-0.337653	15.836357
00824_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00824_000.wav	7	11.507238	0	3.446920	40.681267
00824_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00824_010.wav	7	10.308796	0	8.601312	37.611641
00824_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00824_020.wav	4	10.598239	0	8.257558	33.448524
00842_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00842_000.wav	31	16.493763	0	18.969364	3.346832
00842_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00842_010.wav	15	12.949090	0	-18.546125	-36.541920
00842_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00842_020.wav	2	14.373113	0	20.492081	3.253438
00846_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00846_000.wav	28	9.843547	0	-1.855719	1.675698
00846_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00846_010.wav	28	10.911047	0	-2.501586	2.012608
00846_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00846_020.wav	0	10.960502	0	8.568988	12.874434
00848_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00848_000.wav	25	9.669772	0	13.833650	-0.368238
00848_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00848_010.wav	9	11.018177	0	7.910271	8.654734
00848_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00848_020.wav	25	11.827807	0	14.177312	-0.616071
00850_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00850_000.wav	2	17.828968	0	-29.218540	-2.763684
00850_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00850_010.wav	2	14.109357	0	-29.087051	-2.613801
00850_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00850_020.wav	2	15.518950	0	-28.922009	-2.415699
00851_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00851_000.wav	25	8.477532	0	8.340477	-2.704705
00851_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00851_010.wav	14	8.033099	0	8.110098	-1.782618
00851_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00851_020.wav	19	8.399732	0	8.438313	-2.811298
00853_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00853_000.wav	20	7.854389	0	-2.831908	-8.015835
00853_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00853_010.wav	3	7.579233	0	-3.013067	-8.618726
00853_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00853_020.wav	3	7.898912	0	-2.610775	-7.823787
00857_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00857_000.wav	19	8.444627	0	5.001313	-18.671965
00857_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00857_010.wav	19	8.551811	0	4.682069	-13.216464
00857_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00857_020.wav	19	8.442592	0	4.975971	-18.692163
00869_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00869_000.wav	19	8.604908	0	0.945838	-15.908455
00869_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00869_010.wav	0	9.357306	0	11.271811	-19.246683
00869_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00869_020.wav	19	9.787195	0	-10.993998	-4.851477
00881_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00881_000.wav	25	7.776045	0	6.744304	-8.780513
00881_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00881_010.wav	20	8.710743	0	6.667789	-8.852765
