group_id	group_size	unique_text_count	majority_text_count	majority_text_ratio
cer2_011_000014	60	1	60	1.000000
cer2_011_000015	60	1	60	1.000000
cer2_011_000016	60	1	60	1.000000
cer2_011_000017	60	1	60	1.000000
cer2_012_000000	60	1	60	1.000000
cer2_012_000001	60	1	60	1.000000
cer2_012_000002	60	1	60	1.000000
cer2_012_000003	60	1	60	1.000000
cer2_012_000004	60	1	60	1.000000
cer2_012_000005	60	1	60	1.000000
cer2_012_000006	60	1	60	1.000000
cer2_012_000007	60	1	60	1.000000
cer2_012_000008	60	1	60	1.000000
cer2_012_000009	60	1	60	1.000000
cer2_012_000010	60	1	60	1.000000
cer2_012_000011	60	1	60	1.000000
cer2_012_000012	60	1	60	1.000000
cer2_012_000013	60	1	60	1.000000
cer2_012_000014	60	1	60	1.000000
cer2_012_000015	60	1	60	1.000000
cer2_012_000016	60	1	60	1.000000
cer2_013_000000	60	1	60	1.000000
cer2_013_000001	60	1	60	1.000000
cer2_013_000002	60	1	60	1.000000
cer2_013_000003	60	1	60	1.000000
cer2_013_000004	60	1	60	1.000000
cer2_013_000005	60	1	60	1.000000
cer2_013_000006	60	1	60	1.000000
cer2_013_000007	60	1	60	1.000000
cer2_013_000008	60	1	60	1.000000
cer2_013_000009	60	1	60	1.000000
cer2_013_000010	60	1	60	1.000000
cer2_013_000011	60	1	60	1.000000
cer2_013_000012	60	1	60	1.000000
cer2_013_000013	60	1	60	1.000000
cer2_013_000014	60	1	60	1.000000
cer2_013_000015	60	1	60	1.000000
cer2_013_000016	60	1	60	1.000000
cer2_014_000000	60	1	60	1.000000
cer2_014_000001	60	1	60	1.000000
cer2_014_000002	60	1	60	1.000000
cer2_014_000003	60	1	60	1.000000
cer2_014_000004	60	1	60	1.000000
cer2_014_000005	60	1	60	1.000000
cer2_014_000006	60	1	60	1.000000
cer2_014_000007	60	1	60	1.000000
cer2_014_000008	60	1	60	1.000000
cer2_014_000009	60	1	60	1.000000
cer2_014_000010	60	1	60	1.000000
cer2_014_000011	60	1	60	1.000000
cer2_014_000012	60	1	60	1.000000
cer2_014_000013	60	1	60	1.000000
cer2_014_000014	60	1	60	1.000000
cer2_014_000015	60	1	60	1.000000
cer2_015_000000	60	1	60	1.000000
cer2_015_000001	60	1	60	1.000000
cer2_015_000002	60	1	60	1.000000
cer2_015_000003	60	1	60	1.000000
cer2_015_000004	60	1	60	1.000000
cer2_015_000005	60	1	60	1.000000
cer2_015_000006	60	1	60	1.000000
cer2_015_000007	60	1	60	1.000000
cer2_015_000008	60	1	60	1.000000
cer2_015_000009	60	1	60	1.000000
cer2_015_000010	60	1	60	1.000000
cer2_015_000011	60	1	60	1.000000
cer2_015_000012	60	1	60	1.000000
cer2_015_000013	60	1	60	1.000000
cer2_015_000014	60	1	60	1.000000
cer2_015_000015	60	1	60	1.000000
cer2_016_000000	60	1	60	1.000000
cer2_016_000001	60	1	60	1.000000
cer2_016_000002	60	1	60	1.000000
cer2_016_000003	60	1	60	1.000000
cer2_016_000004	60	1	60	1.000000
cer2_016_000005	60	1	60	1.000000
cer2_016_000006	60	1	60	1.000000
cer2_016_000007	60	1	60	1.000000
cer2_016_000008	60	1	60	1.000000
cer2_016_000009	60	1	60	1.000000
cer2_016_000010	60	1	60	1.000000
cer2_016_000011	60	1	60	1.000000
cer2_016_000012	60	1	60	1.000000
cer2_016_000013	60	1	60	1.000000
cer2_016_000014	60	1	60	1.000000
cer2_016_000015	60	1	60	1.000000
cer2_016_000016	60	1	60	1.000000
cer2_016_000017	60	1	60	1.000000
cer2_016_000018	60	1	60	1.000000
cer2_016_000019	60	1	60	1.000000
cer2_017_000000	60	1	60	1.000000
cer2_017_000001	60	1	60	1.000000
cer2_017_000002	60	1	60	1.000000
cer2_017_000003	60	1	60	1.000000
cer2_017_000004	60	1	60	1.000000
cer2_017_000005	60	1	60	1.000000
cer2_017_000006	60	1	60	1.000000
cer2_017_000007	60	1	60	1.000000
cer2_017_000008	60	1	60	1.000000
cer2_017_000009	60	1	60	1.000000
cer2_017_000010	60	1	60	1.000000
cer2_017_000011	60	1	60	1.000000
